チーム,背番号,選手,生年月日,ポジション,投打,出身,年俸,,,年齢,,2026,中日,横浜,巨人,阪神,ヤクルト,広島,ソフトバンク,日本ハム,楽天,西武,ロッテ,オリックス,OB,,パワプロ
DeNA,56,田内 真翔,2007.03.06,内野手,,,520,2007,03,19,03,,,,,,,,,,,,,,皆川 睦男,,
DeNA,43,深沢 鳳介,2003.11.05,投手,,,500,2003,11,23,11,,,,,,,,,,,,,,杉浦 忠,,
DeNA,127,上甲 凌大,2001.01.29,捕手,,,460,2001,01,25,01,,,,,,,,,,,,,,井上 祐二,,
DeNA,122,庄司 陽斗,2001.05.31,投手,,,450,2001,05,25,05,,,,,,,,,,,,,,江本 孟紀,,
DeNA,130,近藤 大雅,2005.09.18,捕手,,,340,2005,09,21,09,,,,,,,,,,,,,,山内 新一,,
DeNA,102,清水 麻成,2005.10.06,投手,,,340,2005,10,21,10,,,,,,,,,,,,,,村上 雅則,,
DeNA,125,小笠原 蒼,2005.10.20,内野手,,,340,2005,10,21,10,,,,,,,,,,,,,,山内 孝徳,,
DeNA,193,高見澤 郁魅,2006.01.18,内野手,,,340,2006,01,20,01,,,,,,,,,,,,,,別所 昭,,
DeNA,111,吉岡 暖,2006.08.28,投手,,,340,2006,08,20,08,,,,,,,,,,,,,,山内 和宏,,
DeNA,103,金渕 光希,2006.10.01,投手,,,340,2006,10,20,10,,,,,,,,,,,,,,藤田 学,,
DeNA,155,小針 大輝,2006.10.10,外野手,,,340,2006,10,20,10,,,,,,,,,,,,,,佐藤 道郎,,
DeNA,131,清水 詩太,2007.09.27,内野手,,,340,2007,09,19,09,,,,,,,,,,,,,,野村 克也,,
広島,14,大瀬良 大地,1991.06.17,投手,,,"20,000",1991,06,35,06,,,,,,,,,,,,,,鶴岡 一人,,
広島,18,森下 暢仁,1997.08.25,投手,,,"20,000",1997,08,29,08,,,,,,,,,,,,,,岡本 伊三美,,
広島,61,S.ファビアン,1998.03.06,外野手,,,"18,600",1998,03,28,03,,,,,,,,,,,,,,藤原 満,,
広島,19,床田 寛樹,1995.03.01,投手,,,"18,500",1995,03,31,03,,,,,,,,,,,,,,小池 兼司,,
広島,20,栗林 良吏,1996.07.09,投手,,,"18,000",1996,07,30,07,,,,,,,,,,,,,,堀井 数男,,
広島,33,菊池 涼介,1990.03.11,内野手,,,"17,000",1990,03,36,03,,,,,,,,,,,,,,広瀬 叔功,,
広島,42,F.ターノック,1998.11.24,投手,,,"15,600",1998,11,28,11,,,,,,,,,,,,,,山本 和範,,
広島,5,小園 海斗,2000.06.07,内野手,,,"15,000",2000,06,26,06,,,,,,,,,,,,,,門田 博光,,
広島,31,坂倉 将吾,1998.05.29,捕手,,,"14,000",1998,05,28,05,,,,,,,,,,,,,,香川 伸行,,
広島,9,秋山 翔吾,1988.04.16,外野手,,,"13,000",1988,04,38,04,,,,,,,,,,,,,,桜井 輝秀,,
広島,43,島内 颯太郎,1996.10.14,投手,,,"13,000",1996,10,30,10,,,,,,,,,,,,,,河埜 敬幸,,
広島,95,E.モンテロ,1998.08.17,内野手,,,"11,800",1998,08,28,08,,,,,,,,,,,,,,国貞 泰汎,,
広島,13,森浦 大輔,1998.06.15,投手,,,"11,000",1998,06,28,06,,,,,,,,,,,,,,定岡 智秋,,
広島,37,野間 峻祥,1993.01.28,外野手,,,"7,000",1993,01,33,01,,,,,,,,,,,,,,新井 宏昌,,
広島,21,中﨑 翔太,1992.08.10,投手,,,"6,200",1992,08,34,08,,,,,,,,,,,,,,ジョーンズ,,
広島,52,末包 昇大,1996.05.27,外野手,,,"6,100",1996,05,30,05,,,,,,,,,,,,,,米田 哲也,,
広島,27,會澤 翼,1988.04.13,捕手,,,"5,000",1988,04,38,04,,,,,,,,,,,,,,山田 久志,,
広島,7,堂林 翔太,1991.08.17,内野手,,,"4,800",1991,08,35,08,,,,,,,,,,,,,,梶本 隆夫,,
広島,4,矢野 雅哉,1998.12.16,内野手,,,"4,800",1998,12,28,12,,,,,,,,,,,,,,野口 二郎,,
広島,16,森 翔平,1998.01.01,投手,,,"3,800",1998,01,28,01,,,,,,,,,,,,,,山口 高志,,
広島,36,塹江 敦哉,1997.02.21,投手,,,"3,500",1997,02,29,02,,,,,,,,,,,,,,山沖 之彦,,
広島,65,玉村 昇悟,2001.04.16,投手,,,"3,300",2001,04,25,04,,,,,,,,,,,,,,今井 雄太郎,,
広島,59,大盛 穂,1996.08.31,外野手,,,"3,100",1996,08,30,08,,,,,,,,,,,,,,稲葉 光雄,,
広島,0,羽月 隆太郎,2000.04.19,内野手,,,"3,100",2000,04,26,04,,,,,,,,,,,,,,竹村 一義,,
広島,41,鈴木 健矢,1997.12.11,投手,,,"3,000",1997,12,29,12,,,,,,,,,,,,,,足立 光宏,,
広島,96,中村 奨成,1999.06.06,外野手,,,"3,000",1999,06,27,06,,,,,,,,,,,,,,岡村 浩二,,
広島,48,アドゥワ 誠,1998.10.02,投手,,,"2,900",1998,10,28,10,,,,,,,,,,,,,,マルカーノ,,
広島,24,黒原 拓未,1999.11.29,投手,,,"2,700",1999,11,27,11,,,,,,,,,,,,,,大橋 穣,,
広島,32,石原 貴規,1998.02.03,捕手,,,"2,000",1998,02,28,02,,,,,,,,,,,,,,簑田 浩二,,
広島,53,岡本 駿,2002.06.12,投手,,,"2,000",2002,06,24,06,,,,,,,,,,,,,,福本 豊,,
広島,66,遠藤 淳志,1999.04.08,投手,,,"1,800",1999,04,27,04,,,,,,,,,,,,,,長池 徳二,,
広島,22,髙 太一,2001.07.26,投手,,,"1,800",2001,07,25,07,,,,,,,,,,,,,,加藤 英司,,
広島,10,佐々木 泰,2002.12.24,内野手,,,"1,800",2002,12,24,12,,,,,,,,,,,,,,中沢 伸二,,
広島,29,ケムナ 誠,1995.06.05,投手,,,"1,600",1995,06,31,06,,,,,,,,,,,,,,高井 保弘,,
広島,51,平川 蓮,2004.03.31,外野手,,,"1,600",2004,03,22,03,,,,,,,,,,,,,,島谷 金二,,
広島,34,高橋 昂也,1998.09.27,投手,,,"1,400",1998,09,28,09,,,,,,,,,,,,,,阪本 敏三,,
広島,17,常廣 羽也斗,2001.09.18,投手,,,"1,400",2001,09,25,09,,,,,,,,,,,,,,大熊 忠義,,
広島,99,二俣 翔一,2002.10.21,内野手,,,"1,400",2002,10,24,10,,,,,,,,,,,,,,中田 昌宏,,
広島,44,林 晃汰,2000.11.16,内野手,,,"1,200",2000,11,26,11,,,,,,,,,,,,,,鈴木 啓示,,
広島,28,佐藤 柳之介,2002.11.01,投手,,,"1,200",2002,11,24,11,,,,,,,,,,,,,,村田 辰美,,
広島,11,齊藤 汰直,2003.12.07,投手,,,"1,200",2003,12,23,12,,,,,,,,,,,,,,阿波野 秀幸,,
広島,45,松本 竜也,1999.09.18,投手,,,"1,100",1999,09,27,09,,,,,,,,,,,,,,髙村 祐,,
広島,26,益田 武尚,1998.10.06,投手,,,"1,000",1998,10,28,10,,,,,,,,,,,,,,小池 秀郎,,
広島,30,滝田 一希,2001.12.28,投手,,,"1,000",2001,12,25,12,,,,,,,,,,,,,,吉井 理人,,
広島,0,勝田 成,2003.06.21,内野手,,,"1,000",2003,06,23,06,,,,,,,,,,,,,,岡本 晃,,
広島,60,田村 俊介,2003.08.25,外野手,,,"1,000",2003,08,23,08,,,,,,,,,,,,,,佐野 重樹,,
広島,39,長谷部 銀次,1998.07.29,投手,,,800,1998,07,28,07,,,,,,,,,,,,,,太田 幸司,,
広島,35,工藤 泰己,2003.09.29,投手,,,800,2003,09,23,09,,,,,,,,,,,,,,赤堀 元之,,
広島,98,辻 大雅,2004.08.29,投手,,,800,2004,08,22,08,,,,,,,,,,,,,,大塚 晶文,,
広島,97,中村 貴浩,2000.04.09,外野手,,,700,2000,04,26,04,,,,,,,,,,,,,,梨田 昌崇,,
広島,56,久保 修,2000.09.29,外野手,,,700,2000,09,26,09,,,,,,,,,,,,,,石井 浩郎,,
広島,94,佐藤 啓介,2001.05.24,内野手,,,700,2001,05,25,05,,,,,,,,,,,,,,大石 大二郎,,
広島,49,渡邉 悠斗,2002.07.07,内野手,,,700,2002,07,24,07,,,,,,,,,,,,,,中村 紀洋,,
広島,93,前川 誠太,2003.04.04,内野手,,,700,2003,04,23,04,,,,,,,,,,,,,,石渡 茂,,
広島,38,赤木 晴哉,2003.10.05,投手,,,700,2003,10,23,10,,,,,,,,,,,,,,大村 直之,,
広島,47,斉藤 優汰,2004.05.27,投手,,,700,2004,05,22,05,,,,,,,,,,,,,,ブライアント,,
広島,127,河野 佳,2001.08.23,投手,,,600,2001,08,25,08,,,,,,,,,,,,,,有田 修三,,
広島,46,髙木 快大,2004.03.19,投手,,,600,2004,03,22,03,,,,,,,,,,,,,,水口 栄二,,
広島,63,内田 湘大,2004.09.22,内野手,,,600,2004,09,22,09,,,,,,,,,,,,,,金村 義明,,
広島,57,持丸 泰輝,2001.10.26,捕手,,,550,2001,10,25,10,,,,,,,,,,,,,,村上 隆行,,
広島,62,清水 叶人,2004.07.06,捕手,,,550,2004,07,22,07,,,,,,,,,,,,,,佐々木 恭介,,
広島,67,菊地 ハルン,2007.01.21,投手,,,550,2007,01,19,01,,,,,,,,,,,,,,梵 英心,,
広島,64,髙木 翔斗,2003.08.12,捕手,,,500,2003,08,23,08,,,,,,,,,,,,,,礒部 公一（楽天）,,
広島,58,仲田 侑仁,2005.07.31,内野手,,,500,2005,07,21,07,,,,,,,,,,,,,,井上 一樹,,
広島,69,辰見 鴻之介,2000.11.24,内野手,,,470,2000,11,26,11,,,,,,,,,,,,,,新庄 剛志,,
広島,70,日髙 暖己,2004.09.16,投手,,,450,2004,09,22,09,,,,,,,,,,,,,,三木 肇,,
広島,54,西川 篤夢,2007.12.28,内野手,,,450,2007,12,19,12,,,,,,,,,,,,,,菅野 智之,,
広島,121,名原 典彦,2000.06.24,外野手,,,400,2000,06,26,06,,,,,,,,,,,,,,小笠原 慎之介,,
広島,120,杉田 健,2001.08.28,投手,,,400,2001,08,25,08,,,,,,,,,,,,,,今永 昇太,,
広島,122,安竹 俊喜,2001.04.17,捕手,,,350,2001,04,25,04,,,,,,,,,,,,,,青柳 晃洋,,
広島,128,杉原 望来,2005.09.23,投手,,,350,2005,09,21,09,,,,,,,,,,,,,,菊池 雄星,,
広島,131,N.ロベルト,2000.10.27,外野手,,,300,2000,10,26,10,,,,,,,,,,,,,,川相 昌弘,,
広島,125,岸本 大希,2002.01.01,内野手,,,300,2002,01,24,01,,,,,,,,,,,,,,鈴木 尚広,,
広島,130,M.ラミレス,2002.02.01,内野手,,,300,2002,02,24,02,,,,,,,,,,,,,,久保 康生,,
広島,124,小林 結太,2004.02.15,捕手,,,300,2004,02,22,02,,,,,,,,,,,,,,内海 哲也,,
広島,123,小船 翼,2006.06.20,投手,,,300,2006,06,20,06,,,,,,,,,,,,,,亀井 善行,,
広島,126,竹下 海斗,2006.11.06,投手,,,300,2006,11,20,11,,,,,,,,,,,,,,古城 茂幸,,
広島,132,D.アリア,2001.03.20,投手,,,230,2001,03,25,03,,,,,,,,,,,,,,松本 哲也,,
ヤクルト,1,山田 哲人,1992.07.16,内野手,,,"50,000",1992,07,34,07,,,,,,,,,,,,,,森野 将彦,,
ヤクルト,25,D.サンタナ,1992.08.05,外野手,,,"47,700",1992,08,34,08,,,,,,,,,,,,,,小池 正晃,,
ヤクルト,13,J.オスナ,1992.12.12,内野手,,,"43,700",1992,12,34,12,,,,,,,,,,,,,,山井 大介,,
ヤクルト,34,田口 麗斗,1995.09.14,投手,,,"17,500",1995,09,31,09,,,,,,,,,,,,,,平田 良介,,
ヤクルト,27,中村 悠平,1990.06.17,捕手,,,"15,000",1990,06,36,06,,,,,,,,,,,,,,堂上 直倫,,
ヤクルト,11,J.キハダ,1995.11.09,投手,,,"13,300",1995,11,31,11,,,,,,,,,,,,,,中村 豊,,
ヤクルト,12,石山 泰稚,1988.09.01,投手,,,"12,000",1988,09,38,09,,,,,,,,,,,,,,高橋 建,,
ヤクルト,62,J.リランソ,1995.03.07,投手,,,"9,400",1995,03,31,03,,,,,,,,,,,,,,東出 輝裕,,
ヤクルト,44,大西 広樹,1997.11.08,投手,,,"9,000",1997,11,29,11,,,,,,,,,,,,,,高 信二,,
ヤクルト,29,小川 泰弘,1990.05.16,投手,,,"8,900",1990,05,36,05,,,,,,,,,,,,,,小窪 哲也,,
ヤクルト,58,N.ウォルターズ,1997.05.18,投手,,,"7,800",1997,05,29,05,,,,,,,,,,,,,,野村 祐輔,,
ヤクルト,17,清水 昇,1996.10.15,投手,,,"7,500",1996,10,30,10,,,,,,,,,,,,,,三好 匠,,
ヤクルト,21,吉村 貢司郎,1998.01.19,投手,,,"7,500",1998,01,28,01,,,,,,,,,,,,,,赤松 真人,,
ヤクルト,7,長岡 秀樹,2001.09.26,内野手,,,"7,500",2001,09,25,09,,,,,,,,,,,,,,朝山 東洋,,
ヤクルト,8,茂木 栄五郎,1994.02.14,内野手,,,"7,000",1994,02,32,02,,,,,,,,,,,,,,菊地原 毅,,
ヤクルト,20,木澤 尚文,1998.04.25,投手,,,"6,300",1998,04,28,04,,,,,,,,,,,,,,松元 ユウイチ,,
ヤクルト,24,星 知弥,1994.04.15,投手,,,"5,600",1994,04,32,04,,,,,,,,,,,,,,寺内 崇幸,,
ヤクルト,41,矢崎 拓也,1994.12.31,投手,,,"5,600",1994,12,32,12,,,,,,,,,,,,,,大松 尚逸,,
ヤクルト,99,青柳 晃洋,1993.12.11,投手,,,"5,000",1993,12,33,12,,,,,,,,,,,,,,小野寺 力,,
ヤクルト,47,高橋 奎二,1997.05.14,投手,,,"4,600",1997,05,29,05,,,,,,,,,,,,,,桑原 義行,,
ヤクルト,3,内山 壮真,2002.06.30,内野手,,,"4,400",2002,06,24,06,,,,,,,,,,,,,,小杉 陽太,,
ヤクルト,40,高梨 裕稔,1991.06.05,投手,,,"4,300",1991,06,35,06,,,,,,,,,,,,,,田中 浩康,,
ヤクルト,9,塩見 泰隆,1993.06.12,外野手,,,"4,300",1993,06,33,06,,,,,,,,,,,,,,大原 慎司,,
ヤクルト,30,荘司 宏太,2000.05.22,投手,,,"4,200",2000,05,26,05,,,,,,,,,,,,,,馬場 敏史,,
ヤクルト,45,小澤 怜史,1998.03.09,投手,,,"4,100",1998,03,28,03,,,,,,,,,,,,,,北川 博敏,,
ヤクルト,19,石川 雅規,1980.01.22,投手,,,"3,200",1980,01,46,01,,,,,,,,,,,,,,平田 勝男,,
ヤクルト,18,奥川 恭伸,2001.04.16,投手,,,"3,200",2001,04,25,04,,,,,,,,,,,,,,筒井 壮,,
ヤクルト,2,古賀 優大,1998.08.07,捕手,,,"3,000",1998,08,28,08,,,,,,,,,,,,,,藤本 敦士,,
ヤクルト,10,宮本 丈,1995.04.03,内野手,,,"2,800",1995,04,31,04,,,,,,,,,,,,,,小谷野 栄一,,
ヤクルト,64,岩田 幸宏,1997.07.31,外野手,,,"2,700",1997,07,29,07,,,,,,,,,,,,,,安藤 優也,,
ヤクルト,26,山野 太一,1999.03.24,投手,,,"2,300",1999,03,27,03,,,,,,,,,,,,,,石井 貴,,
ヤクルト,4,丸山 和郁,1999.07.18,外野手,,,"2,200",1999,07,27,07,,,,,,,,,,,,,,森岡 良介,,
ヤクルト,0,赤羽 由紘,2000.06.29,内野手,,,"2,200",2000,06,26,06,,,,,,,,,,,,,,雄平,,
ヤクルト,28,松本 健吾,1999.04.14,投手,,,"2,000",1999,04,27,04,,,,,,,,,,,,,,塩川 達也,,
ヤクルト,46,大道 温貴,1999.01.20,投手,,,"1,850",1999,01,27,01,,,,,,,,,,,,,,川名 慎一,,
ヤクルト,32,松本 直樹,1993.10.17,捕手,,,"1,800",1993,10,33,10,,,,,,,,,,,,,,後藤 武敏,,
ヤクルト,15,中村 優斗,2003.02.08,投手,,,"1,700",2003,02,23,02,,,,,,,,,,,,,,久保 裕也,,
ヤクルト,0,並木 秀尊,1999.03.23,外野手,,,"1,600",1999,03,27,03,,,,,,,,,,,,,,代田 建紀,,
ヤクルト,63,増田 珠,1999.05.21,外野手,,,"1,600",1999,05,27,05,,,,,,,,,,,,,,小関 竜也,,
ヤクルト,6,松下 歩叶,2003.04.14,内野手,,,"1,600",2003,04,23,04,,,,,,,,,,,,,,赤田 将吾,,
ヤクルト,60,武岡 龍世,2001.05.28,内野手,,,"1,500",2001,05,25,05,,,,,,,,,,,,,,大引 啓次,,
ヤクルト,67,伊藤 琉偉,2002.09.11,内野手,,,"1,400",2002,09,24,09,,,,,,,,,,,,,,熊代 聖人,,
ヤクルト,50,北村 恵吾,2000.12.18,内野手,,,"1,300",2000,12,26,12,,,,,,,,,,,,,,小林 宏,,
ヤクルト,68,丸山 翔大,1998.08.22,投手,,,"1,250",1998,08,28,08,,,,,,,,,,,,,,波留 敏夫,,
ヤクルト,66,阪口 皓亮,1999.08.15,投手,,,"1,200",1999,08,27,08,,,,,,,,,,,,,,髙橋 信二,,
ヤクルト,39,松川 玲央,2004.03.26,内野手,,,"1,200",2004,03,22,03,,,,,,,,,,,,,,比嘉 幹貴,,
ヤクルト,37,山野辺 翔,1994.05.24,内野手,,,"1,100",1994,05,32,05,,,,,,,,,,,,,,安達 了一,,
ヤクルト,14,西舘 昂汰,2001.06.09,投手,,,"1,050",2001,06,25,06,,,,,,,,,,,,,,松井 佑介,,
ヤクルト,48,柿沼 友哉,1993.05.12,捕手,,,"1,000",1993,05,33,05,,,,,,,,,,,,,,嶋村 一輝,,
ヤクルト,43,増居 翔太,2000.05.25,投手,,,"1,000",2000,05,26,05,,,,,,,,,,,,,,厚澤 和幸,,
ヤクルト,42,澤井 廉,2000.05.31,外野手,,,"1,000",2000,05,26,05,,,,,,,,,,,,,,堀 幸一,,
ヤクルト,53,長谷川 宙輝,1998.08.23,投手,,,900,1998,08,28,08,,,,,,,,,,,,,,根元 俊一,,
ヤクルト,69,下川 隼佑,2000.03.22,投手,,,900,2000,03,26,03,,,,,,,,,,,,,,大塚 明,,
ヤクルト,33,山崎 太陽,2003.07.06,投手,,,900,2003,07,23,07,,,,,,,,,,,,,,建山 義紀,,
ヤクルト,61,飯田 琉斗,1999.06.24,投手,,,800,1999,06,27,06,,,,,,,,,,,,,,大道 典良,,
ヤクルト,35,石原 勇輝,2001.08.30,投手,,,800,2001,08,25,08,,,,,,,,,,,,,,奈良原 浩,,
ヤクルト,38,石井 巧,2002.03.02,内野手,,,800,2002,03,24,03,,,,,,,,,,,,,,井出 竜也,,
ヤクルト,57,矢野 泰二郎,2002.05.22,捕手,,,700,2002,05,24,05,,,,,,,,,,,,,,的山 哲也,,
ヤクルト,36,西村 瑠伊斗,2004.07.01,外野手,,,700,2004,07,22,07,,,,,,,,,,,,,,松山 秀明,,
ヤクルト,52,橋本 星哉,2000.09.18,捕手,,,650,2000,09,26,09,,,,,,,,,,,,,,大西 崇之,,
ヤクルト,54,田中 陽翔,2006.06.25,内野手,,,650,2006,06,20,06,,,,,,,,,,,,,,倉野 信次,,
ヤクルト,31,モイセエフ ニキータ,2006.11.29,外野手,,,650,2006,11,20,11,,,,,,,,,,,,,,,,
ヤクルト,71,沼田 翔平,2000.06.24,投手,,,600,2000,06,26,06,,,,,,,,,,,,,,,,
ヤクルト,65,鈴木 叶,2006.03.21,捕手,,,600,2006,03,20,03,,,,,,,,,,,,,,,,
ヤクルト,56,坂本 拓己,2004.07.06,投手,,,580,2004,07,22,07,,,,,,,,,,,,,,,,
ヤクルト,17,翔聖,2005.12.17,投手,,,510,2005,12,21,12,,,,,,,,,,,,,,,,
ヤクルト,49,鈴木 蓮吾,2007.08.18,投手,,,500,2007,08,19,08,,,,,,,,,,,,,,,,
ヤクルト,24,モンテル,2000.03.18,外野手,,,470,2000,03,26,03,,,,,,,,,,,,,,,,
ヤクルト,19,佐藤 琢磨,2000.03.18,投手,,,400,2000,03,26,03,,,,,,,,,,,,,,,,
ヤクルト,27,中川 拓真,2002.07.17,捕手,,,400,2002,07,24,07,,,,,,,,,,,,,,,,
ヤクルト,13,竹山 日向,2003.11.02,投手,,,400,2003,11,23,11,,,,,,,,,,,,,,,,
ヤクルト,12,廣澤 優,2001.04.27,投手,,,350,2001,04,25,04,,,,,,,,,,,,,,,,
ヤクルト,16,西濱 勇星,2002.11.23,投手,,,320,2002,11,24,11,,,,,,,,,,,,,,,,
ヤクルト,26,髙野 颯太,2005.07.28,内野手,,,320,2005,07,21,07,,,,,,,,,,,,,,,,
ヤクルト,25,根岸 辰昇,2000.09.20,内野手,,,300,2000,09,26,09,,,,,,,,,,,,,,,,
ヤクルト,23,澤野 聖悠,2002.03.09,内野手,,,300,2002,03,24,03,,,,,,,,,,,,,,,,
ヤクルト,22,松本 龍之介,2005.03.01,捕手,,,300,2005,03,21,03,,,,,,,,,,,,,,,,
ヤクルト,15,小宮 悠瞳,2007.06.08,投手,,,290,2007,06,19,06,,,,,,,,,,,,,,,,
オリックス,7,西川 龍馬,1994.12.10,外野手,,,"40,000",1994,12,32,12,,,,,,,,,,,,,,,,
オリックス,4,森 友哉,1995.08.08,捕手,,,"40,000",1995,08,31,08,,,,,,,,,,,,,,,,
オリックス,42,A.マチャド,1993.04.22,投手,,,"28,000",1993,04,33,04,,,,,,,,,,,,,,,,
オリックス,0,A.エスピノーザ,1998.03.09,投手,,,"23,000",1998,03,28,03,,,,,,,,,,,,,,,,
オリックス,18,宮城 大弥,2001.08.25,投手,,,"22,000",2001,08,25,08,,,,,,,,,,,,,,,,
オリックス,2,若月 健矢,1995.10.04,捕手,,,"18,000",1995,10,31,10,,,,,,,,,,,,,,,,
オリックス,22,九里 亜蓮,1991.09.01,投手,,,"16,000",1991,09,35,09,,,,,,,,,,,,,,,,
オリックス,69,S.ジェリー,1997.05.07,投手,,,"15,000",1997,05,29,05,,,,,,,,,,,,,,,,
オリックス,45,B.シーモア,1998.10.07,内野手,,,"15,000",1998,10,28,10,,,,,,,,,,,,,,,,
オリックス,59,L.ペルドモ,1993.05.09,投手,,,"12,000",1993,05,33,05,,,,,,,,,,,,,,,,
オリックス,29,田嶋 大樹,1996.08.03,投手,,,"11,000",1996,08,30,08,,,,,,,,,,,,,,,,
オリックス,67,中川 圭太,1996.04.12,内野手,,,"10,000",1996,04,30,04,,,,,,,,,,,,,,,,
オリックス,24,紅林 弘太郎,2002.02.07,内野手,,,"9,500",2002,02,24,02,,,,,,,,,,,,,,,,
オリックス,44,頓宮 裕真,1996.11.17,捕手,,,"8,500",1996,11,30,11,,,,,,,,,,,,,,,,
オリックス,19,山岡 泰輔,1995.09.22,投手,,,"8,000",1995,09,31,09,,,,,,,,,,,,,,,,
オリックス,99,杉本 裕太郎,1991.04.05,外野手,,,"7,700",1991,04,35,04,,,,,,,,,,,,,,,,
オリックス,1,太田 椋,2001.02.14,内野手,,,"7,000",2001,02,25,02,,,,,,,,,,,,,,,,
オリックス,40,岩嵜 翔,1989.10.21,投手,,,"6,500",1989,10,37,10,,,,,,,,,,,,,,,,
オリックス,6,宗 佑磨,1996.06.07,内野手,,,"6,200",1996,06,30,06,,,,,,,,,,,,,,,,
オリックス,16,平野 佳寿,1984.03.08,投手,,,"5,500",1984,03,42,03,,,,,,,,,,,,,,,,
オリックス,57,山田 修義,1991.09.19,投手,,,"5,500",1991,09,35,09,,,,,,,,,,,,,,,,
オリックス,17,曽谷 龍平,2000.11.30,投手,,,"5,500",2000,11,26,11,,,,,,,,,,,,,,,,
オリックス,5,西野 真弘,1990.08.02,内野手,,,"5,000",1990,08,36,08,,,,,,,,,,,,,,,,
オリックス,21,山﨑 颯一郎,1998.06.15,投手,,,"4,500",1998,06,28,06,,,,,,,,,,,,,,,,
オリックス,30,廣岡 大志,1997.04.09,内野手,,,"4,400",1997,04,29,04,,,,,,,,,,,,,,,,
オリックス,10,大城 滉二,1993.06.14,内野手,,,"4,000",1993,06,33,06,,,,,,,,,,,,,,,,
オリックス,20,阿部 翔太,1992.11.03,投手,,,"3,700",1992,11,34,11,,,,,,,,,,,,,,,,
オリックス,11,山下 舜平大,2002.07.16,投手,,,"3,000",2002,07,24,07,,,,,,,,,,,,,,,,
オリックス,121,宇田川 優希,1998.11.10,投手,,,"2,800",1998,11,28,11,,,,,,,,,,,,,,,,
オリックス,95,才木 海翔,2000.06.10,投手,,,"2,800",2000,06,26,06,,,,,,,,,,,,,,,,
オリックス,23,吉田 輝星,2001.01.12,投手,,,"2,800",2001,01,25,01,,,,,,,,,,,,,,,,
オリックス,35,古田島 成龍,1999.06.29,投手,,,"2,700",1999,06,27,06,,,,,,,,,,,,,,,,
オリックス,96,髙島 泰都,1999.12.03,投手,,,"2,400",1999,12,27,12,,,,,,,,,,,,,,,,
オリックス,120,小木田 敦也,1998.10.10,投手,,,"2,300",1998,10,28,10,,,,,,,,,,,,,,,,
オリックス,8,麦谷 祐介,2002.07.27,外野手,,,"2,300",2002,07,24,07,,,,,,,,,,,,,,,,
オリックス,66,博志,1997.03.22,投手,,,"2,200",1997,03,29,03,,,,,,,,,,,,,,,,
オリックス,61,平沼 翔太,1997.08.16,外野手,,,"2,100",1997,08,29,08,,,,,,,,,,,,,,,,
オリックス,123,本田 仁海,1999.07.27,投手,,,"2,000",1999,07,27,07,,,,,,,,,,,,,,,,
オリックス,122,大里 昂生,1999.07.07,内野手,,,"1,900",1999,07,27,07,,,,,,,,,,,,,,,,
オリックス,12,東 晃平,1999.12.14,投手,,,"1,900",1999,12,27,12,,,,,,,,,,,,,,,,
オリックス,38,来田 涼斗,2002.10.16,外野手,,,"1,900",2002,10,24,10,,,,,,,,,,,,,,,,
オリックス,9,野口 智哉,1999.09.20,内野手,,,"1,800",1999,09,27,09,,,,,,,,,,,,,,,,
オリックス,32,福永 奨,1999.07.28,捕手,,,"1,700",1999,07,27,07,,,,,,,,,,,,,,,,
オリックス,0,渡部 遼人,1999.09.02,外野手,,,"1,700",1999,09,27,09,,,,,,,,,,,,,,,,
オリックス,94,川瀬 堅斗,2002.06.18,投手,,,"1,600",2002,06,24,06,,,,,,,,,,,,,,,,
オリックス,49,片山 楽生,2002.10.07,投手,,,"1,600",2002,10,24,10,,,,,,,,,,,,,,,,
オリックス,37,石川 亮,1995.07.20,捕手,,,"1,500",1995,07,31,07,,,,,,,,,,,,,,,,
オリックス,52,横山 楓,1997.12.28,投手,,,"1,400",1997,12,29,12,,,,,,,,,,,,,,,,
オリックス,15,椋木 蓮,2000.01.22,投手,,,"1,400",2000,01,26,01,,,,,,,,,,,,,,,,
オリックス,13,寺西 成騎,2002.10.18,投手,,,"1,400",2002,10,24,10,,,,,,,,,,,,,,,,
オリックス,28,富山 凌雅,1997.05.03,投手,,,"1,200",1997,05,29,05,,,,,,,,,,,,,,,,
オリックス,68,入山 海斗,2000.05.26,投手,,,"1,000",2000,05,26,05,,,,,,,,,,,,,,,,
オリックス,50,山中 稜真,2000.12.14,捕手,,,"1,000",2000,12,26,12,,,,,,,,,,,,,,,,
オリックス,127,元 謙太,2002.05.17,外野手,,,"1,000",2002,05,24,05,,,,,,,,,,,,,,,,
オリックス,26,齋藤 響介,2004.11.18,投手,,,950,2004,11,22,11,,,,,,,,,,,,,,,,
オリックス,33,杉澤 龍,2000.07.02,外野手,,,900,2000,07,26,07,,,,,,,,,,,,,,,,
オリックス,93,佐藤 一磨,2001.04.16,投手,,,800,2001,04,25,04,,,,,,,,,,,,,,,,
オリックス,31,藤川 敦也,2007.10.23,投手,,,800,2007,10,19,10,,,,,,,,,,,,,,,,
オリックス,98,権田 琉成,2000.01.28,投手,,,700,2000,01,26,01,,,,,,,,,,,,,,,,
オリックス,129,東山 玲士,2000.05.05,投手,,,700,2000,05,26,05,,,,,,,,,,,,,,,,
オリックス,43,髙谷 舟,2003.07.27,投手,,,700,2003,07,23,07,,,,,,,,,,,,,,,,
